run_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_layout	library_strategy	library_source	library_selection	read_count	base_count	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	fastq_md5	fastq_ftp	fastq_galaxy	sample_alias	broker_name	sample_title	first_created
SRR4419432	SAMN05902423	SRS1743090	SRX2241815	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	JB_01Jul16	PAIRED	AMPLICON	METAGENOMIC	PCR	132039	79487478	2016-10-18	2016-10-18	Illumina MiSeq sequencing: Characterization of bacterial communities from patients receiving capsule FMT	Capsule Patients	PRJNA311224	JB_01Jul16	f017d2e499bc95221230abca7e2347da;4821fe8330a8e8846d45ea95e9d130e1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/002/SRR4419432/SRR4419432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/002/SRR4419432/SRR4419432_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/002/SRR4419432/SRR4419432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/002/SRR4419432/SRR4419432_2.fastq.gz	JB_01Jul16		Metagenome or environmental sample from gut metagenome	2016-10-18
SRR3400384	SAMN04480794	SRS1299549	SRX1711655	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	LB_14Jan16	PAIRED	AMPLICON	METAGENOMIC	PCR	151183	91012166	2016-04-20	2016-06-27	Illumina MiSeq sequencing: LB_14Jan16: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	LB_14Jan16	1bc1e5afbf5c4ad85ec18415a530f856;affa3f16ffcd27c5c1d1033f973fad14	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/004/SRR3400384/SRR3400384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/004/SRR3400384/SRR3400384_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/004/SRR3400384/SRR3400384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/004/SRR3400384/SRR3400384_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-04-20
SRR4419434	SAMN05902425	SRS1743092	SRX2241817	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	LL_06Jul16	PAIRED	AMPLICON	METAGENOMIC	PCR	146688	88306176	2016-10-18	2016-10-18	Illumina MiSeq sequencing: Characterization of bacterial communities from patients receiving capsule FMT	Capsule Patients	PRJNA311224	LL_06Jul16	06fe5412d2bd89adfea9616fab49e36e;a97e2b698d6f7ab0579237baf3031083	ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/004/SRR4419434/SRR4419434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/004/SRR4419434/SRR4419434_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/004/SRR4419434/SRR4419434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/004/SRR4419434/SRR4419434_2.fastq.gz	LL_06Jul16		Metagenome or environmental sample from gut metagenome	2016-10-18
SRR3400393	SAMN04480794	SRS1299549	SRX1711664	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	AC_30Jan16	PAIRED	AMPLICON	METAGENOMIC	PCR	410121	246892842	2016-04-20	2016-06-27	Illumina MiSeq sequencing: AC_30Jan16: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	AC_30Jan16	31fa65edd5fa62751e4a3d7da2b5b616;a5d8b9a9d85d4b098e68168cd522e805	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/003/SRR3400393/SRR3400393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/003/SRR3400393/SRR3400393_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/003/SRR3400393/SRR3400393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/003/SRR3400393/SRR3400393_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-04-20
SRR4419439	SAMN05902429	SRS1743097	SRX2241822	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	MA_25May16	PAIRED	AMPLICON	METAGENOMIC	PCR	146001	87892602	2016-10-18	2016-10-18	Illumina MiSeq sequencing: Characterization of bacterial communities from patients receiving capsule FMT	Capsule Patients	PRJNA311224	MA_25May16	d7e2e6e8e078768de5993fa7e9b2d603;6c5926452c1575eaca620fdea85a527b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/009/SRR4419439/SRR4419439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/009/SRR4419439/SRR4419439_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/009/SRR4419439/SRR4419439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/009/SRR4419439/SRR4419439_2.fastq.gz	MA_25May16		Metagenome or environmental sample from gut metagenome	2016-10-18
SRR4419440	SAMN05902430	SRS1743098	SRX2241823	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	MA_26May16	PAIRED	AMPLICON	METAGENOMIC	PCR	287568	173115936	2016-10-18	2016-10-18	Illumina MiSeq sequencing: Characterization of bacterial communities from patients receiving capsule FMT	Capsule Patients	PRJNA311224	MA_26May16	7ce9c941c5b8d55485e62270b7e904d5;bba48072fba7aa987f23efe0efa1941b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/000/SRR4419440/SRR4419440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/000/SRR4419440/SRR4419440_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/000/SRR4419440/SRR4419440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/000/SRR4419440/SRR4419440_2.fastq.gz	MA_26May16		Metagenome or environmental sample from gut metagenome	2016-10-18
SRR3400394	SAMN04480794	SRS1299549	SRX1711665	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	DL_06Feb16	PAIRED	AMPLICON	METAGENOMIC	PCR	368337	221738874	2016-04-20	2016-06-27	Illumina MiSeq sequencing: DL_06Feb16: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	DL_06Feb16	68862601d3910213624ced50b8c97139;fb028050e86a903b9cc1b917a80d71bb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/004/SRR3400394/SRR3400394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/004/SRR3400394/SRR3400394_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/004/SRR3400394/SRR3400394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/004/SRR3400394/SRR3400394_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-04-20
SRR4419441	SAMN05902431	SRS1743099	SRX2241824	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	MK_03May16	PAIRED	AMPLICON	METAGENOMIC	PCR	92357	55598914	2016-10-18	2016-10-18	Illumina MiSeq sequencing: Characterization of bacterial communities from patients receiving capsule FMT	Capsule Patients	PRJNA311224	MK_03May16	a40935746e700a23b7f0b8177c0985d4;52f582c8d74ebb9aaaa37af059b819b7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/001/SRR4419441/SRR4419441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/001/SRR4419441/SRR4419441_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/001/SRR4419441/SRR4419441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/001/SRR4419441/SRR4419441_2.fastq.gz	MK_03May16		Metagenome or environmental sample from gut metagenome	2016-10-18
SRR3400395	SAMN04480794	SRS1299549	SRX1711666	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	DL_07Jan16	PAIRED	AMPLICON	METAGENOMIC	PCR	272738	164188276	2016-04-20	2016-06-27	Illumina MiSeq sequencing: DL_07Jan16: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	DL_07Jan16	5423417ac204496e900cc4749358b06a;bc719d9c87846756727d5a2b8f6aa470	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/005/SRR3400395/SRR3400395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/005/SRR3400395/SRR3400395_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/005/SRR3400395/SRR3400395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/005/SRR3400395/SRR3400395_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-04-20
SRR4419442	SAMN05902432	SRS1743100	SRX2241825	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	MK_08May16	PAIRED	AMPLICON	METAGENOMIC	PCR	101601	61163802	2016-10-18	2016-10-18	Illumina MiSeq sequencing: Characterization of bacterial communities from patients receiving capsule FMT	Capsule Patients	PRJNA311224	MK_08May16	b242ccab6b51a947e2bde8561d4f98a0;6de79075e48313a207d5697e00b8485e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/002/SRR4419442/SRR4419442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/002/SRR4419442/SRR4419442_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/002/SRR4419442/SRR4419442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/002/SRR4419442/SRR4419442_2.fastq.gz	MK_08May16		Metagenome or environmental sample from gut metagenome	2016-10-18
SRR4419444	SAMN05902434	SRS1743102	SRX2241827	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	MK_19May16	PAIRED	AMPLICON	METAGENOMIC	PCR	88751	53428102	2016-10-18	2016-10-18	Illumina MiSeq sequencing: Characterization of bacterial communities from patients receiving capsule FMT	Capsule Patients	PRJNA311224	MK_19May16	4b9256e1300e761a8d9dd12eed718fc7;f32f051c06b33199503375df3011285c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/004/SRR4419444/SRR4419444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/004/SRR4419444/SRR4419444_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/004/SRR4419444/SRR4419444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/004/SRR4419444/SRR4419444_2.fastq.gz	MK_19May16		Metagenome or environmental sample from gut metagenome	2016-10-18
SRR3400396	SAMN04480794	SRS1299549	SRX1711667	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	DL_10Jan16	PAIRED	AMPLICON	METAGENOMIC	PCR	232897	140203994	2016-04-20	2016-06-27	Illumina MiSeq sequencing: DL_10Jan16: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	DL_10Jan16	44d32a2b34b3c765e66c3bc889676345;41c0f3cf8708ba184f860d8b678ee626	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/006/SRR3400396/SRR3400396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/006/SRR3400396/SRR3400396_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/006/SRR3400396/SRR3400396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/006/SRR3400396/SRR3400396_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-04-20
SRR4419447	SAMN05902295	SRS1743105	SRX2241830	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	DK_13Jun16	PAIRED	AMPLICON	METAGENOMIC	PCR	122361	73661322	2016-10-18	2016-10-18	Illumina MiSeq sequencing: Characterization of bacterial communities from patients receiving capsule FMT	Capsule Patients	PRJNA311224	DK_13Jun16	3542d70d460e44a0aa40694418320e65;17b1df659666708d16785a09c9509b6c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/007/SRR4419447/SRR4419447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/007/SRR4419447/SRR4419447_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/007/SRR4419447/SRR4419447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/007/SRR4419447/SRR4419447_2.fastq.gz	DK_13Jun16		Metagenome or environmental sample from gut metagenome	2016-10-18
SRR3660080	SAMN04480794	SRS1299549	SRX1839140	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	PS 11-Apr-2016	PAIRED	AMPLICON	METAGENOMIC	PCR	335604	202033608	2016-06-19	2016-06-27	Illumina MiSeq sequencing: Characterization of bacterial communities in patients receiving capsule FMT	Capsule Patients	PRJNA311224	PS 11-Apr-2016	bd2f2aa1805d6fc011de8c44748c201f;0cc0bb3eaf0b25e7d9e341ba386b91ee	ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/000/SRR3660080/SRR3660080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/000/SRR3660080/SRR3660080_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/000/SRR3660080/SRR3660080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/000/SRR3660080/SRR3660080_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-06-19
SRR3660085	SAMN04480794	SRS1299549	SRX1839145	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	JG 08-May-2016	PAIRED	AMPLICON	METAGENOMIC	PCR	454892	273844984	2016-06-19	2016-06-27	Illumina MiSeq sequencing: Characterization of bacterial communities in patients receiving capsule FMT	Capsule Patients	PRJNA311224	JG 08-May-2016	619248f0520174d5af5c83179966fda7;504960d026c17606003bf1ad3c1ed592	ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/005/SRR3660085/SRR3660085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/005/SRR3660085/SRR3660085_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/005/SRR3660085/SRR3660085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/005/SRR3660085/SRR3660085_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-06-19
SRR4419451	SAMN05902296	SRS1743109	SRX2241834	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	DK_20Jun16	PAIRED	AMPLICON	METAGENOMIC	PCR	248828	149794456	2016-10-18	2016-10-18	Illumina MiSeq sequencing: Characterization of bacterial communities from patients receiving capsule FMT	Capsule Patients	PRJNA311224	DK_20Jun16	20abc2e9060d6086cf30f4dccba27747;3f4c2bcec32b82d5e067a240c81983d8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/001/SRR4419451/SRR4419451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/001/SRR4419451/SRR4419451_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/001/SRR4419451/SRR4419451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/001/SRR4419451/SRR4419451_2.fastq.gz	DK_20Jun16		Metagenome or environmental sample from gut metagenome	2016-10-18
SRR4419456	SAMN05902301	SRS1743114	SRX2241839	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	DS_58May16	PAIRED	AMPLICON	METAGENOMIC	PCR	152902	92047004	2016-10-18	2016-10-18	Illumina MiSeq sequencing: Characterization of bacterial communities from patients receiving capsule FMT	Capsule Patients	PRJNA311224	DS_58May16	b01d1b77e4fec96973e9feb02f9dfc65;349a7e1c4c6651c9d302554c7f052e4d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/006/SRR4419456/SRR4419456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/006/SRR4419456/SRR4419456_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/006/SRR4419456/SRR4419456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/006/SRR4419456/SRR4419456_2.fastq.gz	DS_58May16		Metagenome or environmental sample from gut metagenome	2016-10-18
SRR3660086	SAMN04480794	SRS1299549	SRX1839146	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	MB2 29-Apr-2016	PAIRED	AMPLICON	METAGENOMIC	PCR	314962	189607124	2016-06-19	2016-06-27	Illumina MiSeq sequencing: Characterization of bacterial communities in patients receiving capsule FMT	Capsule Patients	PRJNA311224	MB2 29-Apr-2016	d6da4627711b5374a96d8ad2de55b948;aca3102142e27dfdc453c2589a8aa4ae	ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/006/SRR3660086/SRR3660086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/006/SRR3660086/SRR3660086_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/006/SRR3660086/SRR3660086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/006/SRR3660086/SRR3660086_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-06-19
SRR3660087	SAMN04480794	SRS1299549	SRX1839147	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	PS 03-Apr-2016	PAIRED	AMPLICON	METAGENOMIC	PCR	264007	158932214	2016-06-19	2016-06-27	Illumina MiSeq sequencing: Characterization of bacterial communities in patients receiving capsule FMT	Capsule Patients	PRJNA311224	PS 03-Apr-2016	809645077d3d11b114ad38ea5f7d6298;fa8e25c050cc9a49a034d65b36019479	ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/007/SRR3660087/SRR3660087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/007/SRR3660087/SRR3660087_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/007/SRR3660087/SRR3660087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR366/007/SRR3660087/SRR3660087_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-06-19
SRR5011253	SAMN06010268	SRS1792526	SRX2342136	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	DS-27Aug16	PAIRED	AMPLICON	METAGENOMIC	PCR	130033	78279866	2016-11-16	2016-11-16	Illumina MiSeq sequencing: Characterization of gut bacterial communities from patients treated with capsule FMT	Capsule Patients	PRJNA311224	DS-27Aug16	2eb8e7a0017f2a388a6c290d511216f8;822b31fa92ec5e5f048285576cc0905d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR501/003/SRR5011253/SRR5011253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR501/003/SRR5011253/SRR5011253_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR501/003/SRR5011253/SRR5011253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR501/003/SRR5011253/SRR5011253_2.fastq.gz	DS_27Aug16		Metagenome or environmental sample from gut metagenome	2016-11-16
SRR3933893	SAMN04480794	SRS1299549	SRX1963376	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	BT 04-May-2016	PAIRED	AMPLICON	METAGENOMIC	PCR	138045	83103090	2016-07-26	2016-07-26	Illumina MiSeq sequencing: Characterization of bacterial communities in fecal samples from patients treated by capsule FMT	Capsule Patients	PRJNA311224	BT 04-May-2016	b76d270793cb715ba67d5bcd98e52e64;2a5831ccb9cf47875f55d440c5e6d29c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/003/SRR3933893/SRR3933893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/003/SRR3933893/SRR3933893_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/003/SRR3933893/SRR3933893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/003/SRR3933893/SRR3933893_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-07-26
SRR5011256	SAMN06010265	SRS1792529	SRX2342139	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	CJ-23Aug16	PAIRED	AMPLICON	METAGENOMIC	PCR	116842	70338884	2016-11-16	2016-11-16	Illumina MiSeq sequencing: Characterization of gut bacterial communities from patients treated with capsule FMT	Capsule Patients	PRJNA311224	CJ-23Aug16	7fdc174f1f6563ad97cdd1d461526e60;06f2bae6a472a6143f7544bda944003f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR501/006/SRR5011256/SRR5011256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR501/006/SRR5011256/SRR5011256_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR501/006/SRR5011256/SRR5011256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR501/006/SRR5011256/SRR5011256_2.fastq.gz	CJ_23Aug16		Metagenome or environmental sample from gut metagenome	2016-11-16
SRR5238652	SAMN06312462	SRS1964490	SRX2545614	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	EL_18Dec16	PAIRED	AMPLICON	METAGENOMIC	PCR	171656	103336912	2017-02-15	2017-02-15	Illumina MiSeq sequencing: Characterization of the bacterial community from capsule FMT patients	Capsule Patients	PRJNA311224	EL_18Dec16	610c416fdb7b1712a4cc2d464e2bd3a2;ebeb46a109dd89065058654e357de371	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/002/SRR5238652/SRR5238652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/002/SRR5238652/SRR5238652_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/002/SRR5238652/SRR5238652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/002/SRR5238652/SRR5238652_2.fastq.gz	EL_18Dec16		Metagenome or environmental sample from gut metagenome	2017-02-15
SRR3933895	SAMN04480794	SRS1299549	SRX1963378	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	JL 24-Mar-16	PAIRED	AMPLICON	METAGENOMIC	PCR	164432	98988064	2016-07-26	2016-07-26	Illumina MiSeq sequencing: Characterization of bacterial communities in fecal samples from patients treated by capsule FMT	Capsule Patients	PRJNA311224	JL 24-Mar-16	921df2dd3c7028a0c458643bdeaa6b97;1bbce3173a9b6574b80c74cc094aa9ea	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/005/SRR3933895/SRR3933895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/005/SRR3933895/SRR3933895_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/005/SRR3933895/SRR3933895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/005/SRR3933895/SRR3933895_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-07-26
SRR5238653	SAMN06312461	SRS1964491	SRX2545615	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	WQ_01Dec16	PAIRED	AMPLICON	METAGENOMIC	PCR	213424	128481248	2017-02-15	2017-02-15	Illumina MiSeq sequencing: Characterization of the bacterial community from capsule FMT patients	Capsule Patients	PRJNA311224	WQ_01Dec16	611b470e53877761421ad5b189921ce3;a91b668f9c4b2cafb7c48bfc4f783cbe	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/003/SRR5238653/SRR5238653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/003/SRR5238653/SRR5238653_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/003/SRR5238653/SRR5238653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/003/SRR5238653/SRR5238653_2.fastq.gz	WQ_01Dec16		Metagenome or environmental sample from gut metagenome	2017-02-15
SRR3933897	SAMN04480794	SRS1299549	SRX1963380	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	JL 28-Mar-14	PAIRED	AMPLICON	METAGENOMIC	PCR	149723	90133246	2016-07-26	2016-07-26	Illumina MiSeq sequencing: Characterization of bacterial communities in fecal samples from patients treated by capsule FMT	Capsule Patients	PRJNA311224	JL 28-Mar-14	c41829a477f5b5d2e5b7e99993b3d2f0;d894bce9abae4237de8c1f6aa48dc5cd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/007/SRR3933897/SRR3933897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/007/SRR3933897/SRR3933897_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/007/SRR3933897/SRR3933897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/007/SRR3933897/SRR3933897_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-07-26
SRR5238659	SAMN06312455	SRS1964497	SRX2545621	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	BM_17Nov16	PAIRED	AMPLICON	METAGENOMIC	PCR	246955	148666910	2017-02-15	2017-02-15	Illumina MiSeq sequencing: Characterization of the bacterial community from capsule FMT patients	Capsule Patients	PRJNA311224	BM_17Nov16	0c5b7f6973b13e2b9730ae550b4adf88;cebc31493708bd9ea149912871ad8479	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/009/SRR5238659/SRR5238659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/009/SRR5238659/SRR5238659_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/009/SRR5238659/SRR5238659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/009/SRR5238659/SRR5238659_2.fastq.gz	BM_17Nov16		Metagenome or environmental sample from gut metagenome	2017-02-15
SRR3933904	SAMN04480794	SRS1299549	SRX1963387	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	SR 4-Apr-16	PAIRED	AMPLICON	METAGENOMIC	PCR	126654	76245708	2016-07-26	2016-07-26	Illumina MiSeq sequencing: Characterization of bacterial communities in fecal samples from patients treated by capsule FMT	Capsule Patients	PRJNA311224	SR 4-Apr-16	7331148d7c30d39d281306e88ab9100a;d65a432045e5c62c992db94e14848f61	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/004/SRR3933904/SRR3933904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/004/SRR3933904/SRR3933904_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/004/SRR3933904/SRR3933904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/004/SRR3933904/SRR3933904_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-07-26
